doc_id,company,source_type,source_name,publish_date,text,engagement,url,sentiment_score
CBMilAFBVV95cUxQYkFsb0tZVGtULTRQRGlWczF5d2owRWVCYTd0dDViM281RlhOekhPQ0hpb25nSktqdEhVb3dmUUx6cGJVN3hjS2k2MVJuYkVseGpLVk1sUFFwMEZjN2tKNy0xUHA4NUxxSU8yQmZiSlRPRGZ4RWI5LVhIOXRyRWlGMnlpVWVnVl9NOWNVWlRlYURET0tF,Meta,news,Business Insider,2025-12-02 08:00:00,I Got Laid Off From Meta As a 'Low Performer' and Can't Find a New Job - Business Insider,0.0,https://news.google.com/rss/articles/CBMilAFBVV95cUxQYkFsb0tZVGtULTRQRGlWczF5d2owRWVCYTd0dDViM281RlhOekhPQ0hpb25nSktqdEhVb3dmUUx6cGJVN3hjS2k2MVJuYkVseGpLVk1sUFFwMEZjN2tKNy0xUHA4NUxxSU8yQmZiSlRPRGZ4RWI5LVhIOXRyRWlGMnlpVWVnVl9NOWNVWlRlYURET0tF?oc=5,
CBMi9gJBVV95cUxNNkdnWXBuTHdlQnZmdkJ0RmlrbVNiSTUtRkliWlRxUVJYaWFtNmRpekdWdzZ4V3ZMa1BlVG5yN1gzT095QVJBQUhZR0xIc2xRVzI2c2swTHdyMWpLcTVfNjZSV0w2Z3g0TExhNGhPQmxOYkpKT3JneDVkQ0VrTkVMbUNoRlMzcDdjZk5FcGZCR2loRDRlY2dEQWx5MzZBVEhrSmk4LXlsMnQ4RzlhcFZ5QnZVS3M0TTFCdTFRVjdLYWd6TlJvR0s4SmNTQWE4ajU3SURqQUhVQVAzZy1KUGlpZ3hfME01VmpmNjZJT0FVS2REclp1X2lLeWloRXFYTVpiN2FSSmYzb2VobjRzMXlwblBQbjlVdHAycFNIemR6Nlo1YkxuYW9rbllfN0RLSDRQTUVPa2VnUVJKZFlhZnEyZmNqUGhldmxoQkJzMnZJTGlmSHplU294WXgyQ3Vsck9XLTBOQkdLLTU1REt1TTJQUjI1Mmp3QQ,Meta,news,MSN,2025-12-21 22:51:14,"Meta layoffs: Facebook, WhatsApp, Instagram parent company to start laying off employees today - MSN",0.0,https://news.google.com/rss/articles/CBMi9gJBVV95cUxNNkdnWXBuTHdlQnZmdkJ0RmlrbVNiSTUtRkliWlRxUVJYaWFtNmRpekdWdzZ4V3ZMa1BlVG5yN1gzT095QVJBQUhZR0xIc2xRVzI2c2swTHdyMWpLcTVfNjZSV0w2Z3g0TExhNGhPQmxOYkpKT3JneDVkQ0VrTkVMbUNoRlMzcDdjZk5FcGZCR2loRDRlY2dEQWx5MzZBVEhrSmk4LXlsMnQ4RzlhcFZ5QnZVS3M0TTFCdTFRVjdLYWd6TlJvR0s4SmNTQWE4ajU3SURqQUhVQVAzZy1KUGlpZ3hfME01VmpmNjZJT0FVS2REclp1X2lLeWloRXFYTVpiN2FSSmYzb2VobjRzMXlwblBQbjlVdHAycFNIemR6Nlo1YkxuYW9rbllfN0RLSDRQTUVPa2VnUVJKZFlhZnEyZmNqUGhldmxoQkJzMnZJTGlmSHplU294WXgyQ3Vsck9XLTBOQkdLLTU1REt1TTJQUjI1Mmp3QQ?oc=5,
CBMihwJBVV95cUxQSkx5MTZHY1RNMjQyVDNaMzZIdXF4a0c3SHQwa1dweDR3ZF9Ib0FUd2MyX2plMGdYdVdnOUlvM3VwSjl2Njg2UU1BdTlXdGFJSjRRam16bTF6VGozWGJZSmZISDhKaWxkSkoyWlFoZXJUWXVMMjkwN0E4SEpLMzFUeTdNcWtsUzJ5LTVrQ1VkUHhmUVVYRGEza0ZWLTlqNG9YY3dhMFpQVDlIMnlqVTloZVlwZ0RnZFhFMGdQWE9OLW9KeEkxRUtMc2dvV3NlYm9heU5CbjluVXlvY3hkZEhTN2RZSVdzbEVBSXpmUWFWc0JoTVR3QkRYV195ZjdvVVBBTzFrQTItQdIBjAJBVV95cUxOWTIxTXNHR3ZOUEViTFFLdmQzSGRpTHVkdW9QenduZWVtMFZ2S09GTGNzNGpBbFpYUS1ObUczTHljR3VtOVg5Q3ZMQVhxSnd0TW1IT0VDS3pxNGF1ZVZPQ0U5eFRYRVV5T0l0OWxmYXluN3RTbDRqSFZjNUV6MzVkTmRJZVpZY05zaHJ2WGRGNEpacHFVR09tbi1PRnRpWlRzUFY3NTJlbkJ4SWZxZXNhUzg0c1lybnNQQWs3dG8tZHlicG9nYml0cmxQOFlSVGtKa05aSDItNTBXYlZRcFV2OTZqelhFMEctdTlPY0xRT1RvRWF1NHN3cmYwQXNmZWdxMGo5a1gwS0FmR3pr,Meta,news,Times of India,2025-12-23 02:20:00,"Meta CEO Mark Zuckerberg's 'highest-paid' employee is reportedly unhappy with his Boss, feels he ... - Times of India",0.0,https://news.google.com/rss/articles/CBMihwJBVV95cUxQSkx5MTZHY1RNMjQyVDNaMzZIdXF4a0c3SHQwa1dweDR3ZF9Ib0FUd2MyX2plMGdYdVdnOUlvM3VwSjl2Njg2UU1BdTlXdGFJSjRRam16bTF6VGozWGJZSmZISDhKaWxkSkoyWlFoZXJUWXVMMjkwN0E4SEpLMzFUeTdNcWtsUzJ5LTVrQ1VkUHhmUVVYRGEza0ZWLTlqNG9YY3dhMFpQVDlIMnlqVTloZVlwZ0RnZFhFMGdQWE9OLW9KeEkxRUtMc2dvV3NlYm9heU5CbjluVXlvY3hkZEhTN2RZSVdzbEVBSXpmUWFWc0JoTVR3QkRYV195ZjdvVVBBTzFrQTItQdIBjAJBVV95cUxOWTIxTXNHR3ZOUEViTFFLdmQzSGRpTHVkdW9QenduZWVtMFZ2S09GTGNzNGpBbFpYUS1ObUczTHljR3VtOVg5Q3ZMQVhxSnd0TW1IT0VDS3pxNGF1ZVZPQ0U5eFRYRVV5T0l0OWxmYXluN3RTbDRqSFZjNUV6MzVkTmRJZVpZY05zaHJ2WGRGNEpacHFVR09tbi1PRnRpWlRzUFY3NTJlbkJ4SWZxZXNhUzg0c1lybnNQQWs3dG8tZHlicG9nYml0cmxQOFlSVGtKa05aSDItNTBXYlZRcFV2OTZqelhFMEctdTlPY0xRT1RvRWF1NHN3cmYwQXNmZWdxMGo5a1gwS0FmR3pr?oc=5,
CBMigAFBVV95cUxNSkdlaDNWLV81QnAzTW9qVzd1V2JfQmFOS2dqRkdXdWpiT2FveThKSjdzank5WWlnbzdCRnQ2MGc2elRIaVJKcktIOEtJbW40UzRHYkNnTnFSZzdmcGxqUzAxbGc1Qm5PcU9NNFJWQkxGTkRlQmF6dlhDUzllTzJGQg,Meta,news,The New York Times,2025-12-04 08:00:00,Meta Weighs Cuts to Its Metaverse Unit - The New York Times,0.0,https://news.google.com/rss/articles/CBMigAFBVV95cUxNSkdlaDNWLV81QnAzTW9qVzd1V2JfQmFOS2dqRkdXdWpiT2FveThKSjdzank5WWlnbzdCRnQ2MGc2elRIaVJKcktIOEtJbW40UzRHYkNnTnFSZzdmcGxqUzAxbGc1Qm5PcU9NNFJWQkxGTkRlQmF6dlhDUzllTzJGQg?oc=5,
CBMimgFBVV95cUxQTXRKa1pNamNTNWh1QzM1dXUydnhlMnNuSXk0WXE5N2JQQU12bm1jbXRiR01LQmtuSFRqaWxaVzdSc3BvelJrRWl3a2NCRUh0T1VLekhmR1Exck12NTBfZXpqOXlUeFJqcjVLYmVRZXFmSXJ0cUNrYlpPVl9CeTh4cUJUcTN0QUhWR1lNdXA5aE1CSEZ5dWNKSnd3,Meta,news,TechCrunch,2025-12-04 08:00:00,Meta reportedly plans to slash Metaverse budget by up to 30% - TechCrunch,0.0,https://news.google.com/rss/articles/CBMimgFBVV95cUxQTXRKa1pNamNTNWh1QzM1dXUydnhlMnNuSXk0WXE5N2JQQU12bm1jbXRiR01LQmtuSFRqaWxaVzdSc3BvelJrRWl3a2NCRUh0T1VLekhmR1Exck12NTBfZXpqOXlUeFJqcjVLYmVRZXFmSXJ0cUNrYlpPVl9CeTh4cUJUcTN0QUhWR1lNdXA5aE1CSEZ5dWNKSnd3?oc=5,
CBMilAFBVV95cUxNdjVWd2MzTGp0ckloRGhXOUdiQUhUMkp1N0xiY3lyTlExWktVZ0IxcEVxbVVrdXZsaW1rOVlsYm5PLUItdkJLWTd6SExtTzRXWkRrQWdnakJsWlNhVkVTZG1lUmo0d3JZNDA5bVZxVHFUcTFxWFpQSnJLZU5mWjFLajNrS3hWbWxENE9VVEdzSWF1SnRR,Meta,news,Anadolu Ajansı,2025-10-23 07:00:00,Meta to lay off 600 workers in its AI unit: Report - Anadolu Ajansı,0.0,https://news.google.com/rss/articles/CBMilAFBVV95cUxNdjVWd2MzTGp0ckloRGhXOUdiQUhUMkp1N0xiY3lyTlExWktVZ0IxcEVxbVVrdXZsaW1rOVlsYm5PLUItdkJLWTd6SExtTzRXWkRrQWdnakJsWlNhVkVTZG1lUmo0d3JZNDA5bVZxVHFUcTFxWFpQSnJLZU5mWjFLajNrS3hWbWxENE9VVEdzSWF1SnRR?oc=5,
CBMiigFBVV95cUxPVlV3cTJxMmdtbWQ1OWp5U3VVRW4tRzBfREMtUHZZR0RMbUJ6M2pELWhHaXByV0NsTXE4VU8tdTg4T01nbnAxQVZ5aDBJUnAwdU5vZ1lQSTNxZC02d2VpN0hhaWZOanUyZ2QyZHprWGlSWkk1ODVPYjNWUjhDMmpnYmZ2a3p6Uy01OVE,Meta,news,Fortune,2025-12-05 08:00:00,Meta may unwind metaverse initiatives with layoffs - Fortune,0.0,https://news.google.com/rss/articles/CBMiigFBVV95cUxPVlV3cTJxMmdtbWQ1OWp5U3VVRW4tRzBfREMtUHZZR0RMbUJ6M2pELWhHaXByV0NsTXE4VU8tdTg4T01nbnAxQVZ5aDBJUnAwdU5vZ1lQSTNxZC02d2VpN0hhaWZOanUyZ2QyZHprWGlSWkk1ODVPYjNWUjhDMmpnYmZ2a3p6Uy01OVE?oc=5,
CBMiYEFVX3lxTE1LbmMzSGN3TlFTbmpTQlUxZ1VGeDNfWGlLaURKLTNidjBEUUt6Y1NuNl9VRUtWb2NWUFVVZjVJLWttaGZMdjRUMHJSWWw4WlNJS1NObDdwcmQ3VUVRNTF1cA,Meta,news,VT Markets,2025-10-24 07:00:00,Meta AI Layoffs and Market Impact - VT Markets,0.0,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1LbmMzSGN3TlFTbmpTQlUxZ1VGeDNfWGlLaURKLTNidjBEUUt6Y1NuNl9VRUtWb2NWUFVVZjVJLWttaGZMdjRUMHJSWWw4WlNJS1NObDdwcmQ3VUVRNTF1cA?oc=5,
CBMiYkFVX3lxTFBHSHMzQzlGN3VJWUpPNERxaFRxakdKWmFVR0JHZHd1NzdrWHR5OGZ3ZklocHQtaThzSTE5TERMVUZVUUE1aTV2QVVFdGozZW5ZNGdxSGY3ZkZJNTlZaDZ5VnBR0gFnQVVfeXFMTjBWTERDYVlRcXE2aE9EdWlQamZiVjhfXzR2YzZtQlJaTmpzajBDSGZaaF9YdHV2aTdXUEM0VXJ0WGctQ0RkcWxkVFJOOU5QazBZRXlDY2RFR2VIeXZ6b2FDbEN0RHlZVQ,Meta,news,CNBC,2025-10-22 07:00:00,Meta lays off 600 from 'bloated' AI unit as Wang cements leadership - CNBC,0.0,https://news.google.com/rss/articles/CBMiYkFVX3lxTFBHSHMzQzlGN3VJWUpPNERxaFRxakdKWmFVR0JHZHd1NzdrWHR5OGZ3ZklocHQtaThzSTE5TERMVUZVUUE1aTV2QVVFdGozZW5ZNGdxSGY3ZkZJNTlZaDZ5VnBR0gFnQVVfeXFMTjBWTERDYVlRcXE2aE9EdWlQamZiVjhfXzR2YzZtQlJaTmpzajBDSGZaaF9YdHV2aTdXUEM0VXJ0WGctQ0RkcWxkVFJOOU5QazBZRXlDY2RFR2VIeXZ6b2FDbEN0RHlZVQ?oc=5,
CBMiqgFBVV95cUxPTmJpcVR5aUFENjM4SUFfZk95cTZlOTZaQ3p4N1BuRnlqak5QUmkxZ24wQ3pISDNIcFVsOHpXMFhJd0s1QWxRcGVSWVVISEx4YTN3VFdQVjR3UURFZTEzUDlaN1hxVVJGTGlWWUpnQkY0b2JGMEZCUDBFbHczb0tqVlVvcHVlb29IWmdNQU03TllXRHBHZlhZODlFSVZXd01IbS1MTlRpb1F2Zw,Meta,news,Forbes,2025-10-27 07:00:00,Meta Layoffs And The Cost Of A Frictionless AI Future - Forbes,0.0,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPTmJpcVR5aUFENjM4SUFfZk95cTZlOTZaQ3p4N1BuRnlqak5QUmkxZ24wQ3pISDNIcFVsOHpXMFhJd0s1QWxRcGVSWVVISEx4YTN3VFdQVjR3UURFZTEzUDlaN1hxVVJGTGlWWUpnQkY0b2JGMEZCUDBFbHczb0tqVlVvcHVlb29IWmdNQU03TllXRHBHZlhZODlFSVZXd01IbS1MTlRpb1F2Zw?oc=5,
CBMiqgFBVV95cUxOSTlKY3dVbC1VVHA1LTM5cWwxOHFTN0t4X0txQzQtTV9pelluY3RsNW03RjBLV1NWdEtDZDkyWV9aRnhoaG9VVV9TOEljcGwwS1dTMnNhXzNQeVYtX2haWWgzTlZ1aUVNYUxOU1ZjbWsxeWNrM0xvWlNOTzJtYTY1UTlpMDVMT2FicFlhTEo3WFNDZzVENDYtenM3Y1o1QnM4eklIY205ZWJiZw,Meta,news,Bloomberg.com,2025-12-04 08:00:00,Meta’s Zuckerberg Plans Deep Cuts for Metaverse Efforts - Bloomberg.com,0.0,https://news.google.com/rss/articles/CBMiqgFBVV95cUxOSTlKY3dVbC1VVHA1LTM5cWwxOHFTN0t4X0txQzQtTV9pelluY3RsNW03RjBLV1NWdEtDZDkyWV9aRnhoaG9VVV9TOEljcGwwS1dTMnNhXzNQeVYtX2haWWgzTlZ1aUVNYUxOU1ZjbWsxeWNrM0xvWlNOTzJtYTY1UTlpMDVMT2FicFlhTEo3WFNDZzVENDYtenM3Y1o1QnM4eklIY205ZWJiZw?oc=5,
CBMikAFBVV95cUxNcVlBRUdLSnM0b2FmYUJzT2p3elIzcDhtZWtiTHlMcUpVX2pFdHpNeUl5ZVAybldQbXNhOE44Ti1IZlNtZHk4SVJpdWhLUm1KbDAyWTFlVTZDOTVjenNXcWxKM3JzQmRiazhPOWtKQzlZSEdNekxwY3M3amxHckxKcmVkYVFzb2J5TFEtUVEyOTU,Meta,news,thestreet.com,2025-12-03 08:00:00,Leaked memo reveals Meta’s harsh work policy change - thestreet.com,0.0,https://news.google.com/rss/articles/CBMikAFBVV95cUxNcVlBRUdLSnM0b2FmYUJzT2p3elIzcDhtZWtiTHlMcUpVX2pFdHpNeUl5ZVAybldQbXNhOE44Ti1IZlNtZHk4SVJpdWhLUm1KbDAyWTFlVTZDOTVjenNXcWxKM3JzQmRiazhPOWtKQzlZSEdNekxwY3M3amxHckxKcmVkYVFzb2J5TFEtUVEyOTU?oc=5,
CBMie0FVX3lxTE9CcXpYeHZRTUdvZzZGM2s0SUNkV1hWcExFY2hYc2Q3aEZ6LW4wVWxCZjhlMmRTSF9QMDhlekUzZEdOM3VDMmZqRG9PeV9MNjMwdldyaE1KeFJEbEZldW1LclV6TXNYekp5azdwZVBlM2pfVWY3c0dJQ0Itd9IBgAFBVV95cUxQNE1HazlNYlRnQ1FpRVBYaUYtSm13bmNKbFdtQnpVWnc2MXNrSGdkYlp1bVh1UTAwQ0FtMVN4dG96aXpfdTZrVXNOWVZvVWNkSkwtMXV6Mmx1Y1BMYURSNnNpbFpHRUd5RERkVFBNdHVBQXp4Qmpoak5wY3VkcGlibQ,Meta,news,FOX 13 Seattle,2025-10-28 07:00:00,"Meta layoffs to hit Seattle, Bellevue, and Redmond - FOX 13 Seattle",0.0,https://news.google.com/rss/articles/CBMie0FVX3lxTE9CcXpYeHZRTUdvZzZGM2s0SUNkV1hWcExFY2hYc2Q3aEZ6LW4wVWxCZjhlMmRTSF9QMDhlekUzZEdOM3VDMmZqRG9PeV9MNjMwdldyaE1KeFJEbEZldW1LclV6TXNYekp5azdwZVBlM2pfVWY3c0dJQ0Itd9IBgAFBVV95cUxQNE1HazlNYlRnQ1FpRVBYaUYtSm13bmNKbFdtQnpVWnc2MXNrSGdkYlp1bVh1UTAwQ0FtMVN4dG96aXpfdTZrVXNOWVZvVWNkSkwtMXV6Mmx1Y1BMYURSNnNpbFpHRUd5RERkVFBNdHVBQXp4Qmpoak5wY3VkcGlibQ?oc=5,
CBMiiwFBVV95cUxQNEhXc25zb2dxMmdtc0NIUGZWb2k2eTJhbTZ5bVhUVmFKWUQ2YXF5dWRyWmpOekNrSl9sVXQxejBpU1lteUdjNmJXYy15UkFnRzFFd3d5WU4zYVR3TzBGVGpFZGgtdjRpNXg3dWhMMmIzWTN0MnJyc2hPc0ZsS2VqdlA4dHFoaGp3aTE4,Meta,news,The HR Digest,2025-12-05 08:00:00,Do Meta’s Metaverse Budget Cuts Signal Incoming Layoffs? - The HR Digest,0.0,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQNEhXc25zb2dxMmdtc0NIUGZWb2k2eTJhbTZ5bVhUVmFKWUQ2YXF5dWRyWmpOekNrSl9sVXQxejBpU1lteUdjNmJXYy15UkFnRzFFd3d5WU4zYVR3TzBGVGpFZGgtdjRpNXg3dWhMMmIzWTN0MnJyc2hPc0ZsS2VqdlA4dHFoaGp3aTE4?oc=5,
CBMihgFBVV95cUxQcWdUWjdFdkNoc0xjV2I5RFJ5UzIyVzQxUUUwd0tUTlFwbzRRT1ctYVdiZUhBaG00TE8yLXJwSy12XzZzc2JFSGZOaGhFV2hzTnZrTk1QWjVJaTktODFSdkFGRDJVQmJ2Y0NuMk51WjIwVVVFZlFEcFdPNWdFLW4zZW5pcWRJQQ,Meta,news,Business Insider,2025-12-04 08:00:00,Meta CEO Mark Zuckerberg went all in on the metaverse. Now Reality Labs is facing big cuts. - Business Insider,0.0,https://news.google.com/rss/articles/CBMihgFBVV95cUxQcWdUWjdFdkNoc0xjV2I5RFJ5UzIyVzQxUUUwd0tUTlFwbzRRT1ctYVdiZUhBaG00TE8yLXJwSy12XzZzc2JFSGZOaGhFV2hzTnZrTk1QWjVJaTktODFSdkFGRDJVQmJ2Y0NuMk51WjIwVVVFZlFEcFdPNWdFLW4zZW5pcWRJQQ?oc=5,
CBMimwFBVV95cUxQRHRDSmlxUVQxMzBUR2g3VkVtYTFsMW8xWDFHaHVOM2xIMzI1U3h4LXd4Vm9paXVDSzFQdGQ2d3pKMDZlRUU4ZHo4WW5iSkkwaTRQRjhhU2ZaVmNSU3FUeHFsemdMbEd2VXd1VS1oR1ByRW9fV0IxT2JyelFNMzdVZ21lZTI1eDc2bXozYTlLZ25IZk9vMFVTbW5zQQ,Meta,news,Business Insider,2025-11-23 08:00:00,I was laid off by Meta and became a boomerang employee 3 years later. Here's why I decided to return. - Business Insider,0.0,https://news.google.com/rss/articles/CBMimwFBVV95cUxQRHRDSmlxUVQxMzBUR2g3VkVtYTFsMW8xWDFHaHVOM2xIMzI1U3h4LXd4Vm9paXVDSzFQdGQ2d3pKMDZlRUU4ZHo4WW5iSkkwaTRQRjhhU2ZaVmNSU3FUeHFsemdMbEd2VXd1VS1oR1ByRW9fV0IxT2JyelFNMzdVZ21lZTI1eDc2bXozYTlLZ25IZk9vMFVTbW5zQQ?oc=5,
CBMikAFBVV95cUxPTV9fdWNqR21ETWhJa2dXTGZQLVJZaVdieFh0eWZfN3pQbzBYZEVwdUZkRm16ZWgyT05kMW1YQWVyQ2t0dUF2VTBCR3F1X01rTzJjZzktSVozazcwM0tEZEVXVTEwZFdXY3lFRnlPYjR6Zkw5ZVBOVFc2cnVaZTNsdC1IcnhFa0VtbGJpN2JDdmw,Meta,news,Business Insider,2025-12-15 10:00:00,"Inside Meta's 'year of intensity' as its AI overhaul, culture wars, and crackdowns collide - Business Insider",0.0,https://news.google.com/rss/articles/CBMikAFBVV95cUxPTV9fdWNqR21ETWhJa2dXTGZQLVJZaVdieFh0eWZfN3pQbzBYZEVwdUZkRm16ZWgyT05kMW1YQWVyQ2t0dUF2VTBCR3F1X01rTzJjZzktSVozazcwM0tEZEVXVTEwZFdXY3lFRnlPYjR6Zkw5ZVBOVFc2cnVaZTNsdC1IcnhFa0VtbGJpN2JDdmw?oc=5,
CBMihAFBVV95cUxQbkpqSWhZcnpVUUJfak9id2lnYmRST0hvZm1SM1RyMFNlY0NWelc0bjRKelRhNzF3aVlHY0c4RHotNzJXczN1a1c4RUdKZ2ZaemNxVjhXRHZWNDhLOTVjSkFYNWttb2hsdzVlVzdHVl9Ubmx4YXlIWHpqbW0wWEtnaHRERHY,Meta,news,Business Insider,2025-12-16 17:45:00,"The Layoffs List of 2025: Verizon, Meta, Amazon, and More - Business Insider",0.0,https://news.google.com/rss/articles/CBMihAFBVV95cUxQbkpqSWhZcnpVUUJfak9id2lnYmRST0hvZm1SM1RyMFNlY0NWelc0bjRKelRhNzF3aVlHY0c4RHotNzJXczN1a1c4RUdKZ2ZaemNxVjhXRHZWNDhLOTVjSkFYNWttb2hsdzVlVzdHVl9Ubmx4YXlIWHpqbW0wWEtnaHRERHY?oc=5,
CBMikAFBVV95cUxOSlNGQURhRTZEdUJPU0NvRFdHSVpId2Z1ZzhBZUVVUlFQT0g2RlZlc2Y3cUJXbmpTRUxJdEc2WFIzbl9rcnpjTzZMQTduLWZLU2VDVF9YMjJOeWdXLVVnb1hCRmVLbGF2QUdaSE1YWXpjbDdnY0NHR2hCNl83SnFpWlp6R3gwRlRYNHZsT2RsRDE,Meta,news,Business Insider,2025-10-23 07:00:00,Meta tells some employees their jobs are being replaced by tech — read the memo - Business Insider,0.0,https://news.google.com/rss/articles/CBMikAFBVV95cUxOSlNGQURhRTZEdUJPU0NvRFdHSVpId2Z1ZzhBZUVVUlFQT0g2RlZlc2Y3cUJXbmpTRUxJdEc2WFIzbl9rcnpjTzZMQTduLWZLU2VDVF9YMjJOeWdXLVVnb1hCRmVLbGF2QUdaSE1YWXpjbDdnY0NHR2hCNl83SnFpWlp6R3gwRlRYNHZsT2RsRDE?oc=5,
CBMinwFBVV95cUxOQ1B0RHQ5OUlXWmVPLU5iM3Z2Z1dnSklUeE9qemhCTmxZN0VOLW1zb0ZXcG5Uamd2N2NDRV9nS0gzZlNMOXRmLTd4V1Bzb1Bqa0MwMlREdE55WHhJTWcxd04tdmRjVnV5S3lYU1hSbnBycG41VjJ4RzJCRm9zaDFLZDVRWnlGeUVvQzRydXRxOWlFWThDcTV5bUtDV2tPd00,Meta,news,GamesIndustry.biz,2025-12-05 08:00:00,Report: Meta planning massive cuts to Reality Labs metaverse division - GamesIndustry.biz,0.0,https://news.google.com/rss/articles/CBMinwFBVV95cUxOQ1B0RHQ5OUlXWmVPLU5iM3Z2Z1dnSklUeE9qemhCTmxZN0VOLW1zb0ZXcG5Uamd2N2NDRV9nS0gzZlNMOXRmLTd4V1Bzb1Bqa0MwMlREdE55WHhJTWcxd04tdmRjVnV5S3lYU1hSbnBycG41VjJ4RzJCRm9zaDFLZDVRWnlGeUVvQzRydXRxOWlFWThDcTV5bUtDV2tPd00?oc=5,
CBMiggFBVV95cUxQckkwV2VvMERCbEo2WmRRZDFsNGR5a0ZOUXFQdTljSjZOMm5YcnNOei15X25NTHR6SGpiT2M1aV9LeHN4X3RleVpDM3B5ckNjMkJnSVRHbHhSRlRHbWEwTVJuTHh6V09JWUs5dEVORkc0RWV0bmFhVFBMWkk3cE9WYkZR,Meta,news,The New York Times,2025-10-23 07:00:00,Meta Layoffs Included Employees Who Monitored Risks to User Privacy - The New York Times,0.0,https://news.google.com/rss/articles/CBMiggFBVV95cUxQckkwV2VvMERCbEo2WmRRZDFsNGR5a0ZOUXFQdTljSjZOMm5YcnNOei15X25NTHR6SGpiT2M1aV9LeHN4X3RleVpDM3B5ckNjMkJnSVRHbHhSRlRHbWEwTVJuTHh6V09JWUs5dEVORkc0RWV0bmFhVFBMWkk3cE9WYkZR?oc=5,
CBMiyAFBVV95cUxNemFENGo5am50TkdKd242MDFoa1FObldLVXpQcWRzM1BtSUtGY21pWEFYZ3k5UlJfMlM3ZTlQLW5kV041aTFXdnYzLXAtdk9qQVRVb0lXc1Zvb3dKNGNqelZSQ3FWVjB1MjhYblR0WDBxXzJxZkIzMzNPcXZIWW5nM1lOTzBJbS1qVFZISy1rVGF6Z2hwbG5ZODREYjhpUVMwaGdJbEZ4QXlWRWl5WkJnNy01Sl90SDBfTmNYdUhVQUQ0UkhYVGUtdw,Meta,news,king5.com,2025-10-27 07:00:00,Meta to lay off 101 employees from Seattle-area offices - king5.com,0.0,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNemFENGo5am50TkdKd242MDFoa1FObldLVXpQcWRzM1BtSUtGY21pWEFYZ3k5UlJfMlM3ZTlQLW5kV041aTFXdnYzLXAtdk9qQVRVb0lXc1Zvb3dKNGNqelZSQ3FWVjB1MjhYblR0WDBxXzJxZkIzMzNPcXZIWW5nM1lOTzBJbS1qVFZISy1rVGF6Z2hwbG5ZODREYjhpUVMwaGdJbEZ4QXlWRWl5WkJnNy01Sl90SDBfTmNYdUhVQUQ0UkhYVGUtdw?oc=5,
CBMivgFBVV95cUxPWS1xVzBKcTZ6RjhDS3drZ3ZXajlfcVlxdWl2TmFTWmdvWGt2dDZpRG05bGJPeGRYZGNfS2tsQUkydE5QcElvZDNUTnEzN2dRWXM4d1Q1MHhlS2RRb014TkRqRVFneS0wSXRBeUxKZ0s3aXVHVU5uTUhlV0JvSlVLd3ZVTjNpUzV6RUZlRDUzNldsajN1YjE4Y3VhTkJnTjlTRU1MaDIwMVprdzUzTmQtVzByc2JaclNtYTBFanZR,Meta,news,Reuters,2025-12-04 08:00:00,"Meta to cut up to 30% of metaverse budget, Bloomberg News reports - Reuters",0.0,https://news.google.com/rss/articles/CBMivgFBVV95cUxPWS1xVzBKcTZ6RjhDS3drZ3ZXajlfcVlxdWl2TmFTWmdvWGt2dDZpRG05bGJPeGRYZGNfS2tsQUkydE5QcElvZDNUTnEzN2dRWXM4d1Q1MHhlS2RRb014TkRqRVFneS0wSXRBeUxKZ0s3aXVHVU5uTUhlV0JvSlVLd3ZVTjNpUzV6RUZlRDUzNldsajN1YjE4Y3VhTkJnTjlTRU1MaDIwMVprdzUzTmQtVzByc2JaclNtYTBFanZR?oc=5,
CBMipwFBVV95cUxNMVlzMnRyem1lRlRVQkRzOTlPYzNkNmlTekQ3aVpXY01FR1RGcXJHQkJZM1RnMW1RYWk0WWJfa2hVcEduSmVhN25laC1sVEpCeUJrQmZCSU1qM3BLSHhwUEZhV2ttMkJRQzcwandVOGJDMjJFTV9odUFHc0JvcHJoMHdXcnhDd1V2TUJSTXIydlJvYlVTWXNpUzVGci01UU9EYlpibWJvQQ,Meta,news,The HR Digest,2025-10-24 07:00:00,"From Rapid Hiring Straight to Firing, Meta’s Layoffs Leave Employees Confused - The HR Digest",0.0,https://news.google.com/rss/articles/CBMipwFBVV95cUxNMVlzMnRyem1lRlRVQkRzOTlPYzNkNmlTekQ3aVpXY01FR1RGcXJHQkJZM1RnMW1RYWk0WWJfa2hVcEduSmVhN25laC1sVEpCeUJrQmZCSU1qM3BLSHhwUEZhV2ttMkJRQzcwandVOGJDMjJFTV9odUFHc0JvcHJoMHdXcnhDd1V2TUJSTXIydlJvYlVTWXNpUzVGci01UU9EYlpibWJvQQ?oc=5,
